label_text,label_count,label_statuses,slides,rank,score,kit_id,kit_brand,kit_scale,kit_name,kit_serial,match_reasons
AMT Dragray Corvette,1,identified_elsewhere,Erland_Peterson,2,54.0,211,AMT,1/25,63 Corvette Stingray,A163,"vendor; tokens=amt,corvette"
AMT Dragray Corvette,1,identified_elsewhere,Erland_Peterson,3,43.0,251,AMT,1/25,Corvair Custom,T159,vendor; tokens=amt
AMT Dragray Corvette Funny Car,2,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Y,1,87.0,220,AMT,1/25,DRAGRAY Corvette Funny Car,T352,"vendor; tokens=amt,car,corvette,dragray,funny; name-ratio=1.00"
AMT Dragray Corvette Funny Car,2,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Y,2,55.5,230,AMT,1/25,Mopower Plymouth Funny Car T351,T351,"vendor; tokens=amt,car,funny"
AMT Dragray Corvette Funny Car,2,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Y,3,51.7,243,AMT,1/25,The Champ Mustang II Funny Car,T-350,"vendor; tokens=amt,car,funny"
AMT Ford LNT-8000 Tractor,1,identified_in_this_image,Landspeeder_04,1,82.0,221,AMT,1/25,Ford LNT-8000 Tractor,T-504,"vendor; tokens=8000,amt,ford,lnt,tractor; name-ratio=1.00"
AMT Ford LNT-8000 Tractor,1,identified_in_this_image,Landspeeder_04,2,50.2,214,AMT,1/25,Autocar A64B tractor,T-526,"vendor; tokens=amt,tractor"
AMT Ford LNT-8000 Tractor,1,identified_in_this_image,Landspeeder_04,3,49.2,205,AMT,1/25,32 Ford Phaeton,A125,"vendor; tokens=amt,ford"
AMT Fruehauf 40ft. Reefer,4,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Peterson | Star_Destroyer_workbench | X_03,1,76.0,222,AMT,1/25,"Fruehauf 40ft. Reefer ""Watkins""",T507,"vendor; tokens=40ft,amt,fruehauf,reefer; name-ratio=0.83"
AMT Fruehauf 40ft. Reefer,4,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Peterson | Star_Destroyer_workbench | X_03,2,54.9,388,AMT,1/25,Fruehauf Flatbed Trailer,T-545,"vendor; tokens=amt,fruehauf; name-ratio=0.68"
AMT Fruehauf 40ft. Reefer,4,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Peterson | Star_Destroyer_workbench | X_03,3,54.7,253,AMT,1/43,Fruehauf FB 40 Foot Refrigerator Van Reefer,T-701,"vendor; tokens=amt,fruehauf,reefer"
AMT Fruehauf Tanker,1,identified_elsewhere,Star_Destroyer_right,1,56.0,388,AMT,1/25,Fruehauf Flatbed Trailer,T-545,"vendor; tokens=amt,fruehauf; name-ratio=0.67"
AMT Fruehauf Tanker,1,identified_elsewhere,Star_Destroyer_right,2,53.4,222,AMT,1/25,"Fruehauf 40ft. Reefer ""Watkins""",T507,"vendor; tokens=amt,fruehauf"
AMT Fruehauf Tanker,1,identified_elsewhere,Star_Destroyer_right,3,52.4,29,AMT,1/25,"Fruehauf Tanker Semi Trailer ""Union 76"" & ""Gulf""",T-531,"vendor; tokens=amt,fruehauf,tanker"
AMT Fruehauf Tanker Semi Trailer,19,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Peterson | Falcon_toppled | ILM_KITS | Landspeeder_04 | Sandcrawler_right | Star_Destroyer_right | Star_Destroyer_workbench,1,67.2,29,AMT,1/25,"Fruehauf Tanker Semi Trailer ""Union 76"" & ""Gulf""",T-531,"vendor; tokens=amt,fruehauf,semi,tanker,trailer; name-ratio=0.76"
AMT Fruehauf Tanker Semi Trailer,19,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Peterson | Falcon_toppled | ILM_KITS | Landspeeder_04 | Sandcrawler_right | Star_Destroyer_right | Star_Destroyer_workbench,2,61.3,388,AMT,1/25,Fruehauf Flatbed Trailer,T-545,"vendor; tokens=amt,fruehauf,trailer; name-ratio=0.73"
AMT Fruehauf Tanker Semi Trailer,19,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Erland_Peterson | Falcon_toppled | ILM_KITS | Landspeeder_04 | Sandcrawler_right | Star_Destroyer_right | Star_Destroyer_workbench,3,49.3,222,AMT,1/25,"Fruehauf 40ft. Reefer ""Watkins""",T507,"vendor; tokens=amt,fruehauf"
AMT Gremlin,1,identified_elsewhere,Sandcrawler_back,1,63.0,223,AMT,1/25,Gremlin X,T368 / T427,"vendor; tokens=amt,gremlin; name-ratio=0.88"
AMT Gremlin,1,identified_elsewhere,Sandcrawler_back,2,43.5,217,AMT,1/25,Crew Chief,T340-225,vendor; tokens=amt
AMT Gremlin,1,identified_elsewhere,Sandcrawler_back,3,43.0,224,AMT,1/25,Gurney/Jorgensen Eagle,T255,vendor; tokens=amt
AMT Gremlin X,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | Death_Star_back,1,73.0,223,AMT,1/25,Gremlin X,T368 / T427,"vendor; tokens=amt,gremlin,x; name-ratio=1.00"
AMT Gremlin X,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | Death_Star_back,2,42.7,224,AMT,1/25,Gurney/Jorgensen Eagle,T255,vendor; tokens=amt
AMT Gremlin X,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | Death_Star_back,3,42.0,227,AMT,1/25,McLaren M16 C/D,T260,vendor; tokens=amt
AMT Gurney/Jorgensen Eagle,2,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench,1,83.5,224,AMT,1/25,Gurney/Jorgensen Eagle,T255,"vendor; tokens=amt,eagle,gurney/jorgensen; name-ratio=1.00"
AMT Gurney/Jorgensen Eagle,2,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench,2,43.8,237,AMT,1/25,Penske Indy Special,T-264,vendor; tokens=amt
AMT Gurney/Jorgensen Eagle,2,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench,3,43.6,238,AMT,1/25,Penske Racing Team,T565,vendor; tokens=amt
AMT Kandy Van,1,identified_in_this_image,Star_Destroyer_workbench,1,77.2,225,AMT,1/25,Kandy Van,T-246,"vendor; tokens=amt,kandy,van; name-ratio=1.00"
AMT Kandy Van,1,identified_in_this_image,Star_Destroyer_workbench,2,48.7,236,AMT,1/25,Nirvana Custom Chevy Van,T-394,"vendor; tokens=amt,van"
AMT Kandy Van,1,identified_in_this_image,Star_Destroyer_workbench,3,48.3,248,AMT,1/25,Wilson Livestock Van,T-594,"vendor; tokens=amt,van"
AMT Kenworth Cabover K123,3,identified_elsewhere,Blockade_Runner_02 | Sandcrawler_back,1,63.9,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,cabover,kenworth; name-ratio=0.74"
AMT Kenworth Cabover K123,3,identified_elsewhere,Blockade_Runner_02 | Sandcrawler_back,2,48.5,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=amt,cabover"
AMT Kenworth Cabover K123,3,identified_elsewhere,Blockade_Runner_02 | Sandcrawler_back,3,43.3,233,AMT,1/25,New Camaro,T458,vendor; tokens=amt
AMT Kenworth K-123 Cabover,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | Star_Destroyer_Stand,1,87.0,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=123,amt,cabover,k,kenworth; name-ratio=1.00"
AMT Kenworth K-123 Cabover,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | Star_Destroyer_Stand,2,45.1,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=amt,cabover"
AMT Kenworth K-123 Cabover,2,identified_elsewhere | identified_in_this_image,Blockade_Runner | Star_Destroyer_Stand,3,42.2,233,AMT,1/25,New Camaro,T458,vendor; tokens=amt
AMT Kenworth K123 Cabover,1,identified_elsewhere,Falcon_toppled,1,69.4,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,cabover,kenworth; name-ratio=0.98"
AMT Kenworth K123 Cabover,1,identified_elsewhere,Falcon_toppled,2,46.1,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=amt,cabover"
AMT Kenworth K123 Cabover,1,identified_elsewhere,Falcon_toppled,3,43.3,233,AMT,1/25,New Camaro,T458,vendor; tokens=amt
AMT Kenworth W-925,4,identified_elsewhere,Blockade_Runner_02 | Sandcrawler_back,1,53.2,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,kenworth"
AMT Kenworth W-925,4,identified_elsewhere,Blockade_Runner_02 | Sandcrawler_back,2,50.5,226,AMT,1/25,"Kenworth W-925 ""Watkins"" /  ""Movin' On"" Kenworth Truck Tractor",T-519 / T-560,"vendor; tokens=925,amt,kenworth,w"
AMT Kenworth W-925,4,identified_elsewhere,Blockade_Runner_02 | Sandcrawler_back,3,41.5,234,AMT,1/25,New Ford Pickup,T387,vendor; tokens=amt
"AMT Kenworth W-925 ""Movin' On""",4,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_Shop_Image | Xwing_back,1,61.4,226,AMT,1/25,"Kenworth W-925 ""Watkins"" /  ""Movin' On"" Kenworth Truck Tractor",T-519 / T-560,"vendor; tokens=925,amt,kenworth,movin,on,w"
"AMT Kenworth W-925 ""Movin' On""",4,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_Shop_Image | Xwing_back,2,51.3,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,kenworth"
"AMT Kenworth W-925 ""Movin' On""",4,identified_elsewhere | identified_in_this_image,Blockade_Runner | ILM_Shop_Image | Xwing_back,3,40.2,252,AMT,1/43,Exterior post van,T-704,vendor; tokens=amt
"AMT Kenworth W-925 ""Watkins",1,identified_elsewhere,Landspeeder_04,1,57.7,226,AMT,1/25,"Kenworth W-925 ""Watkins"" /  ""Movin' On"" Kenworth Truck Tractor",T-519 / T-560,"vendor; tokens=925,amt,kenworth,w,watkins"
"AMT Kenworth W-925 ""Watkins",1,identified_elsewhere,Landspeeder_04,2,51.5,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,kenworth"
"AMT Kenworth W-925 ""Watkins",1,identified_elsewhere,Landspeeder_04,3,46.9,222,AMT,1/25,"Fruehauf 40ft. Reefer ""Watkins""",T507,"vendor; tokens=amt,watkins"
"AMT Kenworth W-925 ""Watkins""",10,identified_elsewhere | identified_in_this_image | other_or_unstyled,Blockade_Runner | Death_Star_back | ILM_KITS | Landspeeder_04,1,57.7,226,AMT,1/25,"Kenworth W-925 ""Watkins"" /  ""Movin' On"" Kenworth Truck Tractor",T-519 / T-560,"vendor; tokens=925,amt,kenworth,w,watkins"
"AMT Kenworth W-925 ""Watkins""",10,identified_elsewhere | identified_in_this_image | other_or_unstyled,Blockade_Runner | Death_Star_back | ILM_KITS | Landspeeder_04,2,51.5,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,kenworth"
"AMT Kenworth W-925 ""Watkins""",10,identified_elsewhere | identified_in_this_image | other_or_unstyled,Blockade_Runner | Death_Star_back | ILM_KITS | Landspeeder_04,3,46.9,222,AMT,1/25,"Fruehauf 40ft. Reefer ""Watkins""",T507,"vendor; tokens=amt,watkins"
AMT Kenworth W-925 Movin On,5,identified_elsewhere,Staff | Star_Destroyer_right | Star_Destroyer_workbench | TileCreation | X_03,1,61.4,226,AMT,1/25,"Kenworth W-925 ""Watkins"" /  ""Movin' On"" Kenworth Truck Tractor",T-519 / T-560,"vendor; tokens=925,amt,kenworth,movin,on,w"
AMT Kenworth W-925 Movin On,5,identified_elsewhere,Staff | Star_Destroyer_right | Star_Destroyer_workbench | TileCreation | X_03,2,51.3,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,kenworth"
AMT Kenworth W-925 Movin On,5,identified_elsewhere,Staff | Star_Destroyer_right | Star_Destroyer_workbench | TileCreation | X_03,3,40.2,252,AMT,1/43,Exterior post van,T-704,vendor; tokens=amt
AMT Kenworth W-925 Watkins,1,identified_elsewhere,Star_Destroyer_Stand,1,57.7,226,AMT,1/25,"Kenworth W-925 ""Watkins"" /  ""Movin' On"" Kenworth Truck Tractor",T-519 / T-560,"vendor; tokens=925,amt,kenworth,w,watkins"
AMT Kenworth W-925 Watkins,1,identified_elsewhere,Star_Destroyer_Stand,2,51.5,30,AMT,1/25,Kenworth K-123 Cabover,687,"vendor; tokens=amt,kenworth"
AMT Kenworth W-925 Watkins,1,identified_elsewhere,Star_Destroyer_Stand,3,46.9,222,AMT,1/25,"Fruehauf 40ft. Reefer ""Watkins""",T507,"vendor; tokens=amt,watkins"
AMT Lifestock,1,identified_in_this_image,Tie_Attack,1,56.9,248,AMT,1/25,Wilson Livestock Van,T-594,"vendor; tokens=amt,livestock"
AMT Lifestock,1,identified_in_this_image,Tie_Attack,2,46.5,249,AMT,1/25,Nova Pro Stock,43-8601,vendor; tokens=amt
AMT Lifestock,1,identified_in_this_image,Tie_Attack,3,44.7,251,AMT,1/25,Corvair Custom,T159,vendor; tokens=amt
AMT McLaren M16 C/D,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Erland_Y,1,85.6,227,AMT,1/25,McLaren M16 C/D,T260,"vendor; tokens=amt,c/d,m16,mclaren; name-ratio=1.00"
AMT McLaren M16 C/D,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Erland_Y,2,42.9,217,AMT,1/25,Crew Chief,T340-225,vendor; tokens=amt
AMT McLaren M16 C/D,2,identified_elsewhere | identified_in_this_image,Erland_Peterson | Erland_Y,3,42.3,251,AMT,1/25,Corvair Custom,T159,vendor; tokens=amt
AMT Mercedes 300 SL,1,identified_elsewhere,Erland_Peterson,1,59.8,228,AMT,1/25,Mercedes-Benz 300SL,T412,"vendor; tokens=amt,mercedes; name-ratio=0.82"
AMT Mercedes 300 SL,1,identified_elsewhere,Erland_Peterson,2,41.8,224,AMT,1/25,Gurney/Jorgensen Eagle,T255,vendor; tokens=amt
AMT Mercedes 300 SL,1,identified_elsewhere,Erland_Peterson,3,41.2,33,AMT,1/25,White Road Boss,648,vendor; tokens=amt
AMT Mercedes Benz 300SL,1,identified_in_this_image,X_03,1,85.6,228,AMT,1/25,Mercedes-Benz 300SL,T412,"vendor; tokens=300sl,amt,benz,mercedes; name-ratio=1.00"
AMT Mercedes Benz 300SL,1,identified_in_this_image,X_03,2,41.7,33,AMT,1/25,White Road Boss,648,vendor; tokens=amt
AMT Mercedes Benz 300SL,1,identified_in_this_image,X_03,3,41.0,224,AMT,1/25,Gurney/Jorgensen Eagle,T255,vendor; tokens=amt
AMT Mopower Plymouth Funny Car T351,3,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | X_03,1,102.0,230,AMT,1/25,Mopower Plymouth Funny Car T351,T351,"vendor; tokens=amt,car,funny,mopower,plymouth,t351; name-ratio=1.00; serial-ish"
AMT Mopower Plymouth Funny Car T351,3,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | X_03,2,52.9,220,AMT,1/25,DRAGRAY Corvette Funny Car,T352,"vendor; tokens=amt,car,funny"
AMT Mopower Plymouth Funny Car T351,3,identified_elsewhere | identified_in_this_image,Star_Destroyer_right | Star_Destroyer_workbench | X_03,3,48.9,243,AMT,1/25,The Champ Mustang II Funny Car,T-350,"vendor; tokens=amt,car,funny"
AMT Movin On,1,identified_elsewhere,Tie_Attack,1,47.6,218,AMT,1/25,Diamond Reo,T537,vendor; tokens=amt
AMT Movin On,1,identified_elsewhere,Tie_Attack,2,44.5,223,AMT,1/25,Gremlin X,T368 / T427,vendor; tokens=amt
AMT Movin On,1,identified_elsewhere,Tie_Attack,3,43.7,226,AMT,1/25,"Kenworth W-925 ""Watkins"" /  ""Movin' On"" Kenworth Truck Tractor",T-519 / T-560,"vendor; tokens=amt,movin,on"
AMT Mustang GT Road Racer,1,identified_in_this_image,Blockade_Runner_02,1,87.0,231,AMT,1/25,Mustang GT Road Racer,T385,"vendor; tokens=amt,gt,mustang,racer,road; name-ratio=1.00"
AMT Mustang GT Road Racer,1,identified_in_this_image,Blockade_Runner_02,2,55.3,232,AMT,1/25,Mustang High Roller,T157,"vendor; tokens=amt,mustang; name-ratio=0.70"
AMT Mustang GT Road Racer,1,identified_in_this_image,Blockade_Runner_02,3,47.8,33,AMT,1/25,White Road Boss,648,"vendor; tokens=amt,road"
AMT Mustang High Roller,1,identified_in_this_image,Star_Destroyer_workbench,1,85.6,232,AMT,1/25,Mustang High Roller,T157,"vendor; tokens=amt,high,mustang,roller; name-ratio=1.00"
AMT Mustang High Roller,1,identified_in_this_image,Star_Destroyer_workbench,2,55.3,231,AMT,1/25,Mustang GT Road Racer,T385,"vendor; tokens=amt,mustang; name-ratio=0.70"
AMT Mustang High Roller,1,identified_in_this_image,Star_Destroyer_workbench,3,47.2,243,AMT,1/25,The Champ Mustang II Funny Car,T-350,"vendor; tokens=amt,mustang"
AMT New Camaro,1,identified_in_this_image,Star_Destroyer_workbench,1,83.5,233,AMT,1/25,New Camaro,T458,"vendor; tokens=amt,camaro,new; name-ratio=1.00"
AMT New Camaro,1,identified_in_this_image,Star_Destroyer_workbench,2,51.6,234,AMT,1/25,New Ford Pickup,T387,"vendor; tokens=amt,new"
AMT New Camaro,1,identified_in_this_image,Star_Destroyer_workbench,3,46.7,235,AMT,1/25,New Rear Engine AA/Fueler,T174-225,"vendor; tokens=amt,new"
AMT New Ford Pickup,2,identified_elsewhere | identified_in_this_image,5757 | Sandcrawler_back,1,85.6,234,AMT,1/25,New Ford Pickup,T387,"vendor; tokens=amt,ford,new,pickup; name-ratio=1.00"
AMT New Ford Pickup,2,identified_elsewhere | identified_in_this_image,5757 | Sandcrawler_back,2,68.9,206,AMT,1/25,34 Ford Pickup,T145,"vendor; tokens=amt,ford,pickup; name-ratio=0.83"
AMT New Ford Pickup,2,identified_elsewhere | identified_in_this_image,5757 | Sandcrawler_back,3,57.8,208,AMT,1/25,53 Ford Pickup Street Rods,T410,"vendor; tokens=amt,ford,pickup"
AMT Nirvana Custom,2,identified_elsewhere,Blockade_Runner_02 | X_03,1,63.7,236,AMT,1/25,Nirvana Custom Chevy Van,T-394,"vendor; tokens=amt,custom,nirvana; name-ratio=0.74"
AMT Nirvana Custom,2,identified_elsewhere,Blockade_Runner_02 | X_03,2,61.9,251,AMT,1/25,Corvair Custom,T159,"vendor; tokens=amt,custom; name-ratio=0.71"
AMT Nirvana Custom,2,identified_elsewhere,Blockade_Runner_02 | X_03,3,45.2,249,AMT,1/25,Nova Pro Stock,43-8601,vendor; tokens=amt
AMT Nirvena Custom Chevy Van,1,identified_in_this_image,Death_Star_back,1,72.0,236,AMT,1/25,Nirvana Custom Chevy Van,T-394,"vendor; tokens=amt,chevy,custom,van; name-ratio=0.96"
AMT Nirvena Custom Chevy Van,1,identified_in_this_image,Death_Star_back,2,51.4,251,AMT,1/25,Corvair Custom,T159,"vendor; tokens=amt,custom"
AMT Nirvena Custom Chevy Van,1,identified_in_this_image,Death_Star_back,3,50.4,248,AMT,1/25,Wilson Livestock Van,T-594,"vendor; tokens=amt,van"
AMT Nova Pro Stock,2,identified_elsewhere | identified_in_this_image,Erland_Y | Sandcrawler_0 2,1,80.0,249,AMT,1/25,Nova Pro Stock,43-8601,"vendor; tokens=amt,nova,pro,stock; name-ratio=1.00"
AMT Nova Pro Stock,2,identified_elsewhere | identified_in_this_image,Erland_Y | Sandcrawler_0 2,2,48.6,241,AMT,1/25,Right On! MAVERICK DRAG PRO STOCKER,T348-225,"vendor; tokens=amt,pro"
AMT Nova Pro Stock,2,identified_elsewhere | identified_in_this_image,Erland_Y | Sandcrawler_0 2,3,46.0,251,AMT,1/25,Corvair Custom,T159,vendor; tokens=amt
AMT Peterbilt  Cabover,1,identified_elsewhere,ILM_Shop_Image,1,63.2,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt; name-ratio=0.76"
AMT Peterbilt  Cabover,1,identified_elsewhere,ILM_Shop_Image,2,60.6,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=amt,cabover,peterbilt"
AMT Peterbilt  Cabover,1,identified_elsewhere,ILM_Shop_Image,3,53.5,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=amt,peterbilt"
AMT Peterbilt 352 Cabover,6,identified_elsewhere | other_or_unstyled,???? | Sandcrawler_back | Staff | Star_Destroyer_right | X_03,1,65.6,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=352,amt,cabover,peterbilt"
AMT Peterbilt 352 Cabover,6,identified_elsewhere | other_or_unstyled,???? | Sandcrawler_back | Staff | Star_Destroyer_right | X_03,2,58.4,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt; name-ratio=0.68"
AMT Peterbilt 352 Cabover,6,identified_elsewhere | other_or_unstyled,???? | Sandcrawler_back | Staff | Star_Destroyer_right | X_03,3,53.9,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=amt,peterbilt; name-ratio=0.69"
AMT Peterbilt 359 Cal.Hauler,1,identified_elsewhere,TileCreation,1,69.9,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=359,amt,hauler,peterbilt; name-ratio=0.87"
AMT Peterbilt 359 Cal.Hauler,1,identified_elsewhere,TileCreation,2,56.8,254,AMT,1/43,Peterbilt 359 (1/43 T'N'T Series),T-700,"vendor; tokens=359,amt,peterbilt"
AMT Peterbilt 359 Cal.Hauler,1,identified_elsewhere,TileCreation,3,55.2,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt"
AMT Peterbilt 359 California Hauler,22,identified_elsewhere | identified_in_this_image | other_or_unstyled,???? | Blockade_Runner | Blockade_Runner_02 | Erland_Peterson | ILM_KITS | Landspeeder_04 | Star_Destroyer_Stand | Star_Destroyer_right | Star_Destroyer_workbench | X_03 | Xwing_back,1,82.0,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=359,amt,california,hauler,peterbilt; name-ratio=1.00"
AMT Peterbilt 359 California Hauler,22,identified_elsewhere | identified_in_this_image | other_or_unstyled,???? | Blockade_Runner | Blockade_Runner_02 | Erland_Peterson | ILM_KITS | Landspeeder_04 | Star_Destroyer_Stand | Star_Destroyer_right | Star_Destroyer_workbench | X_03 | Xwing_back,2,55.9,254,AMT,1/43,Peterbilt 359 (1/43 T'N'T Series),T-700,"vendor; tokens=359,amt,peterbilt"
AMT Peterbilt 359 California Hauler,22,identified_elsewhere | identified_in_this_image | other_or_unstyled,???? | Blockade_Runner | Blockade_Runner_02 | Erland_Peterson | ILM_KITS | Landspeeder_04 | Star_Destroyer_Stand | Star_Destroyer_right | Star_Destroyer_workbench | X_03 | Xwing_back,3,53.0,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt"
AMT Peterbilt 359 Californian Hauler,2,identified_elsewhere,ILM_Shop_Image,1,72.6,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=359,amt,hauler,peterbilt; name-ratio=0.98"
AMT Peterbilt 359 Californian Hauler,2,identified_elsewhere,ILM_Shop_Image,2,55.7,254,AMT,1/43,Peterbilt 359 (1/43 T'N'T Series),T-700,"vendor; tokens=359,amt,peterbilt"
AMT Peterbilt 359 Californian Hauler,2,identified_elsewhere,ILM_Shop_Image,3,52.7,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt"
AMT Peterbilt Cabover,7,identified_elsewhere | identified_in_this_image,Blockade_Runner | Blockade_Runner_02 | Death_Star_back | ILM_KITS | Tie_Attack | Xwing_back,1,63.2,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt; name-ratio=0.76"
AMT Peterbilt Cabover,7,identified_elsewhere | identified_in_this_image,Blockade_Runner | Blockade_Runner_02 | Death_Star_back | ILM_KITS | Tie_Attack | Xwing_back,2,60.6,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=amt,cabover,peterbilt"
AMT Peterbilt Cabover,7,identified_elsewhere | identified_in_this_image,Blockade_Runner | Blockade_Runner_02 | Death_Star_back | ILM_KITS | Tie_Attack | Xwing_back,3,53.5,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=amt,peterbilt"
AMT Peterbilt Cabover (?),1,identified_elsewhere,Wingman,1,63.2,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt; name-ratio=0.76"
AMT Peterbilt Cabover (?),1,identified_elsewhere,Wingman,2,60.6,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=amt,cabover,peterbilt"
AMT Peterbilt Cabover (?),1,identified_elsewhere,Wingman,3,53.5,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=amt,peterbilt"
AMT Peterbilt Wrecker,3,identified_elsewhere | identified_in_this_image,Death_Star_back | ILM_Shop_Image,1,83.5,240,AMT,1/25,Peterbilt Wrecker,T522,"vendor; tokens=amt,peterbilt,wrecker; name-ratio=1.00"
AMT Peterbilt Wrecker,3,identified_elsewhere | identified_in_this_image,Death_Star_back | ILM_Shop_Image,2,51.5,32,AMT,1/25,Peterbilt 359 California Hauler,T-500,"vendor; tokens=amt,peterbilt"
AMT Peterbilt Wrecker,3,identified_elsewhere | identified_in_this_image,Death_Star_back | ILM_Shop_Image,3,51.4,239,AMT,1/25,Peterbilt Cabover Pacemaker 352 Tractor,T502,"vendor; tokens=amt,peterbilt"
AMT Right On,1,identified_elsewhere,Blockade_Runner_02,1,51.1,241,AMT,1/25,Right On! MAVERICK DRAG PRO STOCKER,T348-225,"vendor; tokens=amt,on,right"
AMT Right On,1,identified_elsewhere,Blockade_Runner_02,2,44.4,205,AMT,1/25,32 Ford Phaeton,A125,vendor; tokens=amt
AMT Right On,1,identified_elsewhere,Blockade_Runner_02,3,43.7,251,AMT,1/25,Corvair Custom,T159,vendor; tokens=amt
AMT Right On! MAVERICK DRAG PRO STOCKER,1,identified_in_this_image,ILM_KITS,1,84.7,241,AMT,1/25,Right On! MAVERICK DRAG PRO STOCKER,T348-225,"vendor; tokens=amt,drag,maverick,on,pro,right; name-ratio=1.00"
AMT Right On! MAVERICK DRAG PRO STOCKER,1,identified_in_this_image,ILM_KITS,2,47.6,249,AMT,1/25,Nova Pro Stock,43-8601,"vendor; tokens=amt,pro"
AMT Right On! MAVERICK DRAG PRO STOCKER,1,identified_in_this_image,ILM_KITS,3,42.0,246,AMT,1/25,White Freightliner Dual Drive Truck Tractor,T-568,vendor; tokens=amt
AMT Studebaker Avanti,3,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Death_Star_back | ILM_KITS,1,65.3,229,AMT,1/25,Modern Classics Studebaker Avanti,T413,"vendor; tokens=amt,avanti,studebaker; name-ratio=0.68"
AMT Studebaker Avanti,3,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Death_Star_back | ILM_KITS,2,43.5,240,AMT,1/25,Peterbilt Wrecker,T522,vendor; tokens=amt
AMT Studebaker Avanti,3,identified_elsewhere | identified_in_this_image,Blockade_Runner_02 | Death_Star_back | ILM_KITS,3,43.2,225,AMT,1/25,Kandy Van,T-246,vendor; tokens=amt
AMT The Champ Mustang II Funny Car,1,identified_in_this_image,Star_Destroyer_workbench,1,83.5,243,AMT,1/25,The Champ Mustang II Funny Car,T-350,"vendor; tokens=amt,car,champ,funny,ii,mustang; name-ratio=1.00"
